App;Tool;Method;Third_Parties;Loc_Addr;Serv_Addr;URL;Error
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/shared...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41298;108.128.131.233:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41308;3.124.182.114:443;https://x.bidswitch.net/sync?g...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41308;3.124.182.114:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41316;188.125.95.240:443;https://beap-bc.yahoo.com/yv?s...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41314;142.250.201.70:443;https://ad.doubleclick.net/ddm...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:41322;142.250.200.138:443;https://content-autofill.googl...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41316;188.125.95.240:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41310;151.101.65.44:443;https://pips.taboola.com/;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41314;142.250.201.70:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41310;151.101.65.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41264;18.154.22.49:443;https://sb.scorecardresearch.c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41322;142.250.200.138:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41264;18.154.22.49:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41314;142.250.201.70:443;https://ad.doubleclick.net/ddm...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41324;151.101.129.44:443;https://wf.taboola.com/VideoBi...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41264;18.154.22.49:443;https://sb.scorecardresearch.c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41314;142.250.201.70:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41264;18.154.22.49:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41324;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41302;142.250.185.2:443;https://www.googletagservices....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41302;142.250.185.2:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41326;141.226.228.48:443;https://trc-events.taboola.com...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41326;141.226.228.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41330;142.250.184.162:443;https://pagead2.googlesyndicat...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41330;142.250.184.162:443;https://pagead2.googlesyndicat...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41330;142.250.184.162:443;https://pagead2.googlesyndicat...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41330;142.250.184.162:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41330;142.250.184.162:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41330;142.250.184.162:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41278;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41336;35.244.159.8:443;https://taboola-d.openx.net/v/...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41336;35.244.159.8:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41334;142.250.184.162:443;https://googleads4.g.doublecli...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41332;34.242.83.137:443;https://fw.adsafeprotected.com...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41278;185.106.33.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41334;142.250.184.162:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41332;34.242.83.137:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41278;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41278;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41278;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41338;142.250.184.162:443;https://pagead2.googlesyndicat...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41312;151.101.193.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/libtrc...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41312;151.101.193.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41278;185.106.33.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41338;142.250.184.162:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41278;185.106.33.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41278;185.106.33.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/shared...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41286;151.101.65.44:443;https://imprammp.taboola.com/s...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41288;141.226.228.48:443;https://am-vid-events.taboola....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41286;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41288;141.226.228.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41338;142.250.184.162:443;https://pagead2.googlesyndicat...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41338;142.250.184.162:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41324;151.101.129.44:443;https://wf.taboola.com/VideoBi...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41342;18.67.240.45:443;https://static.adsafeprotected...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41296;146.112.61.110:443;https://match.adsrvr.org/track...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/shared...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41298;108.128.131.233:443;https://pr-bh.ybp.yahoo.com/sy...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41308;3.124.182.114:443;https://x.bidswitch.net/sync?g...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41330;142.250.184.162:443;https://pagead2.googlesyndicat...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
N/A;MITMPROXY;Error;N/A;192.168.0.113:41296;;;Certificate verify failed: unable to get local issuer certificate
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41288;141.226.228.48:443;https://am-vid-events.taboola....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41342;18.67.240.45:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41308;3.124.182.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41298;108.128.131.233:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41330;142.250.184.162:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41324;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41336;35.244.159.8:443;https://taboola-d.openx.net/v/...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41336;35.244.159.8:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41264;18.154.22.49:443;https://sb.scorecardresearch.c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41264;18.154.22.49:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41288;141.226.228.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41310;151.101.65.44:443;https://pips.taboola.com/;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41264;18.154.22.49:443;https://sb.scorecardresearch.c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41310;151.101.65.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41332;34.242.83.137:443;https://fw.adsafeprotected.com...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41264;18.154.22.49:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41324;151.101.129.44:443;https://wf.taboola.com/VideoBi...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41332;34.242.83.137:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41324;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/libtrc...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41346;216.58.209.65:443;https://tpc.googlesyndication....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/libtrc...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/libtrc...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41346;216.58.209.65:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41366;151.101.193.44:443;https://images.taboola.com/tab...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41366;151.101.193.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41358;151.101.65.44:443;https://vidstat.taboola.com/li...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41366;151.101.193.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41366;151.101.193.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41350;34.215.197.231:443;https://dt.adsafeprotected.com...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41350;34.215.197.231:443;https://dt.adsafeprotected.com...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41358;151.101.65.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41366;151.101.193.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41366;151.101.193.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41366;151.101.193.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41366;151.101.193.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41366;151.101.193.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41366;151.101.193.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41366;151.101.193.44:443;https://images.taboola.com/tab...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41366;151.101.193.44:443;https://images.taboola.com/tab...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41240;52.95.115.255:443;https://aax-eu.amazon-adsystem...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41350;34.215.197.231:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41350;34.215.197.231:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41366;151.101.193.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/libtrc...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41366;151.101.193.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41240;52.95.115.255:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41366;151.101.193.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41310;151.101.65.44:443;https://pips.taboola.com/;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41310;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41366;151.101.193.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41366;151.101.193.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41366;151.101.193.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41240;52.95.115.255:443;https://aax-eu.amazon-adsystem...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41240;52.95.115.255:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41270;151.101.129.44:443;https://trc.taboola.com/weathe...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41270;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41324;151.101.129.44:443;https://wf.taboola.com/VideoBi...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41324;151.101.129.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41368;151.101.65.44:443;https://imprammp.taboola.com/s...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41368;151.101.65.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/libtrc...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41372;141.226.228.48:443;https://am-vid-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41372;141.226.228.48:443;https://am-vid-events.taboola....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41372;141.226.228.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41378;151.101.65.44:443;https://vidstat.taboola.com/vp...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41240;52.95.115.255:443;https://aax-eu.amazon-adsystem...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41372;141.226.228.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41240;52.95.115.255:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41378;151.101.65.44:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41240;52.95.115.255:443;https://aax-eu.amazon-adsystem...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41240;52.95.115.255:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41384;146.112.61.110:443;https://match.adsrvr.org/track...;-
N/A;MITMPROXY;Error;N/A;192.168.0.113:41384;;;Certificate verify failed: unable to get local issuer certificate
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41388;23.74.82.65:443;https://eus.rubiconproject.com...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41388;23.74.82.65:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41240;52.95.115.255:443;https://aax-eu.amazon-adsystem...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41386;108.128.131.233:443;https://pr-bh.ybp.yahoo.com/sy...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41388;23.74.82.65:443;https://eus.rubiconproject.com...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41240;52.95.115.255:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41386;108.128.131.233:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41388;23.74.82.65:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41394;;http://api.likee.video/abconfi...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41394;164.90.105.97:80;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41324;151.101.129.44:443;https://wf.taboola.com/VideoBi...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41358;151.101.65.44:443;https://vidstat.taboola.com/co...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41358;151.101.65.44:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41394;;http://api.likee.video/abconfi...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41394;164.90.105.97:80;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41372;141.226.228.48:443;https://am-vid-events.taboola....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41324;151.101.129.44:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41372;141.226.228.48:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41394;;http://api.likee.video/abconfi...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41400;35.244.159.8:443;https://taboola-d.openx.net/v/...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41400;35.244.159.8:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41394;164.90.105.97:80;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41130;44.199.96.191:443;https://api.apptentive.com/con...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41266;18.154.54.56:443;https://aax.amazon-adsystem.co...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:41160;52.21.237.60:443;https://weatherbug.adsbynimbus...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41266;18.154.54.56:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41356;185.106.33.48:443;https://il-trc-events.taboola....;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41188;172.64.174.6:443;https://api-eu.bidmachine.io/a...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41130;44.199.96.191:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41356;185.106.33.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41408;188.125.95.240:443;https://beap-bc.yahoo.com/ym?g...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41410;142.250.184.162:443;https://pagead2.googlesyndicat...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41410;142.250.184.162:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41130;44.199.96.191:443;https://api.apptentive.com/con...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41188;172.64.174.6:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41408;188.125.95.240:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41160;52.21.237.60:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41266;18.154.54.56:443;https://aax.amazon-adsystem.co...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41130;44.199.96.191:443;-;-
Mozilla/5.0 (Linux- Android 4.0.4- Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19;MITMPROXY;Request;N/A;192.168.0.113:41402;54.83.242.74:443;https://and-for.pulse.weatherb...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41266;18.154.54.56:443;-;-
Mozilla/5.0 (Linux- Android 4.0.4- Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19;MITMPROXY;Request;N/A;192.168.0.113:41406;54.83.242.74:443;https://and-for.pulse.weatherb...;-
Mozilla/5.0 (Linux- Android 4.0.4- Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19;MITMPROXY;Request;N/A;192.168.0.113:41404;54.83.242.74:443;https://and-for.pulse.weatherb...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41402;54.83.242.74:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41406;54.83.242.74:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41404;54.83.242.74:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41130;44.199.96.191:443;https://api.apptentive.com/con...;-
Mozilla/5.0 (Linux- Android 4.0.4- Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19;MITMPROXY;Request;N/A;192.168.0.113:41414;54.83.242.74:443;https://and-for.pulse.weatherb...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41130;44.199.96.191:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:41188;172.64.174.6:443;https://api-eu.bidmachine.io/t...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41188;172.64.174.6:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41414;54.83.242.74:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41390;141.226.228.48:443;https://am-wf.taboola.com/Vide...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41390;141.226.228.48:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/shared...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:41202;151.101.65.44:443;-;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/shared...;-
N/A;MITMPROXY;Error;N/A;192.168.0.113:41202;;;stream reset by client (CANCEL)
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/shared...;-
com.aws.android;MITMPROXY;Request;N/A;192.168.0.113:41202;151.101.65.44:443;https://cdn.taboola.com/shared...;-
